x, y
0.02002002002002002, 19.988326848249027
2.6426426426426426, 20
3.183183183183183, 20.1284046692607
3.4834834834834836, 20.396887159533073
3.903903903903904, 21.09727626459144
4.2642642642642645, 21.797665369649806
4.424424424424425, 22.054474708171206
4.644644644644645, 22.217898832684824
4.884884884884885, 22.229571984435797
5.145145145145145, 22.03112840466926
5.365365365365365, 21.77431906614786
5.645645645645645, 21.43579766536965
5.945945945945946, 21.06225680933852
6.246246246246246, 20.79377431906615
6.666666666666667, 20.50194552529183
7.207207207207207, 20.280155642023345
8.028028028028029, 20.1284046692607
9.36936936936937, 20.035019455252918
10.95095095095095, 20.011673151750973
13.093093093093094, 20.011673151750973
15.855855855855856, 20.011673151750973
18.6986986986987, 20
24.024024024024023, 20
